Mod:Item:MetaData, Localized Name
ebwizardry:scroll:218, Saintess' Sun卷轴
ebwizardry:scroll:219, 微震卷轴
ebwizardry:scroll:220, 冰霜炸裂卷轴
ebwizardry:scroll:221, 太阳光束卷轴
ebwizardry:scroll:222, 活力焕发卷轴
ebwizardry:scroll:223, 水花四溅卷轴
ebwizardry:scroll:224, 漩涡水弹卷轴
ebwizardry:scroll:225, 风暴闪现卷轴
ebwizardry:scroll:226, 雷光喷涌卷轴
ebwizardry:scroll:227, 连环闪电卷轴
ebwizardry:scroll:228, 蛮横斥力卷轴
ebwizardry:scroll:229, 救赎波纹卷轴
ebwizardry:scroll:230, 涡流卷轴
ebwizardry:scroll:231, 暗黑雷光卷轴
ebwizardry:scroll:232, 暗黑雷电卷轴
ebwizardry:scroll:233, 炉石回返卷轴
ebwizardry:scroll:462, Conjure Cake卷轴
ebwizardry:ruined_spell_book, 破损的法术书
ebwizardry:magic_wand, 魔杖
ebwizardry:apprentice_wand, 学徒魔杖
ebwizardry:advanced_wand, 进阶魔杖
ebwizardry:master_wand, 大师魔杖
ebwizardry:novice_fire_wand, 烈焰魔杖
ebwizardry:apprentice_fire_wand, 『学徒』火术师魔杖
ebwizardry:advanced_fire_wand, 『进阶』舞焰者魔杖
ebwizardry:master_fire_wand, 『大师』狱炎业火之杖
ebwizardry:novice_ice_wand, 冰霜魔杖
ebwizardry:apprentice_ice_wand, 『学徒』冰术师魔杖
ebwizardry:advanced_ice_wand, 『进阶』纵霜者魔杖
ebwizardry:master_ice_wand, 『大师』万古冰封之杖
ebwizardry:novice_lightning_wand, 雷电魔杖
ebwizardry:apprentice_lightning_wand, 『学徒』雷术师魔杖
ebwizardry:advanced_lightning_wand, 『进阶』驯雷者魔杖
ebwizardry:master_lightning_wand, 『大师』雷霆万钧之杖
ebwizardry:novice_necromancy_wand, 死灵魔杖
ebwizardry:apprentice_necromancy_wand, 『学徒』死灵师魔杖
ebwizardry:advanced_necromancy_wand, 『进阶』御冥者魔杖
ebwizardry:master_necromancy_wand, 『大师』冥域唤灵之杖
ebwizardry:novice_earth_wand, 自然魔杖
ebwizardry:apprentice_earth_wand, 『学徒』地术师魔杖
ebwizardry:advanced_earth_wand, 『进阶』游息者魔杖
ebwizardry:master_earth_wand, 『大师』万物吹息之杖
ebwizardry:novice_sorcery_wand, 秘法魔杖
ebwizardry:apprentice_sorcery_wand, 『学徒』秘术师魔杖
ebwizardry:advanced_sorcery_wand, 『进阶』诡秘者魔杖
ebwizardry:master_sorcery_wand, 『大师』扭曲现实之杖
ebwizardry:novice_healing_wand, 治愈魔杖
ebwizardry:apprentice_healing_wand, 『学徒』治疗师魔杖
ebwizardry:advanced_healing_wand, 『进阶』守护者魔杖
ebwizardry:master_healing_wand, 『大师』圣境守护之杖
ebwizardry:spectral_sword, 幽冥剑
ebwizardry:spectral_pickaxe, 幽冥镐
ebwizardry:spectral_bow, 幽冥弓
ebwizardry:blank_scroll, 空白卷轴
ebwizardry:magic_silk, 魔法绸缎
ebwizardry:small_mana_flask, 小型魔力瓶
ebwizardry:medium_mana_flask, 中型魔力瓶
ebwizardry:large_mana_flask, 大型魔力瓶
ebwizardry:storage_upgrade, 魔力储能升级卷轴
ebwizardry:siphon_upgrade, 魔力吸取升级卷轴
ebwizardry:condenser_upgrade, 魔力凝结升级卷轴
ebwizardry:range_upgrade, 法术距离升级卷轴
ebwizardry:duration_upgrade, 法术时长升级卷轴
ebwizardry:cooldown_upgrade, 法术冷却升级卷轴
ebwizardry:blast_upgrade, 法术范围升级卷轴
ebwizardry:attunement_upgrade, 法术槽位升级卷轴
ebwizardry:melee_upgrade, 魔杖近战升级卷轴
ebwizardry:flaming_axe, 炽烈之斧
ebwizardry:frost_axe, 冰霜之斧
ebwizardry:identification_scroll, 鉴定卷轴
ebwizardry:resplendent_thread, 魔辉丝线
ebwizardry:crystal_silver_plating, 晶银镶板
ebwizardry:ethereal_crystalweave, 缈晶纹绸
ebwizardry:astral_diamond, 星芒宝钻
ebwizardry:purifying_elixir, 净化圣水
ebwizardry:firebomb, 燃烧弹
ebwizardry:poison_bomb, 毒液弹
ebwizardry:smoke_bomb, 烟雾弹
ebwizardry:spark_bomb, 电击弹
ebwizardry:spectral_dust:1, 灵尘
ebwizardry:spectral_dust:2, 灵尘
ebwizardry:spectral_dust:3, 灵尘
ebwizardry:spectral_dust:4, 灵尘
ebwizardry:spectral_dust:5, 灵尘
ebwizardry:spectral_dust:6, 灵尘
ebwizardry:spectral_dust:7, 灵尘
ebwizardry:wizard_hat, 巫师帽
ebwizardry:wizard_robe, 巫师长袍
ebwizardry:wizard_leggings, 巫师护腿
ebwizardry:wizard_boots, 巫师靴子
ebwizardry:wizard_hat_fire, 烈焰巫师帽
ebwizardry:wizard_robe_fire, 烈焰巫师长袍
ebwizardry:wizard_leggings_fire, 烈焰巫师护腿
ebwizardry:wizard_boots_fire, 烈焰巫师靴子
ebwizardry:wizard_hat_ice, 冰霜巫师帽
ebwizardry:wizard_robe_ice, 冰霜巫师长袍
ebwizardry:wizard_leggings_ice, 冰霜巫师护腿
ebwizardry:wizard_boots_ice, 冰霜巫师靴子
ebwizardry:wizard_hat_lightning, 雷电巫师帽
ebwizardry:wizard_robe_lightning, 雷电巫师长袍
ebwizardry:wizard_leggings_lightning, 雷电巫师护腿
ebwizardry:wizard_boots_lightning, 雷电巫师靴子
ebwizardry:wizard_hat_necromancy, 死灵巫师帽
ebwizardry:wizard_robe_necromancy, 死灵巫师长袍
ebwizardry:wizard_leggings_necromancy, 死灵巫师护腿
ebwizardry:wizard_boots_necromancy, 死灵巫师靴子
ebwizardry:wizard_hat_earth, 自然巫师帽
ebwizardry:wizard_robe_earth, 自然巫师长袍
ebwizardry:wizard_leggings_earth, 自然巫师护腿
ebwizardry:wizard_boots_earth, 自然巫师靴子
ebwizardry:wizard_hat_sorcery, 秘法巫师帽
ebwizardry:wizard_robe_sorcery, 秘法巫师长袍
ebwizardry:wizard_leggings_sorcery, 秘法巫师护腿
ebwizardry:wizard_boots_sorcery, 秘法巫师靴子
ebwizardry:wizard_hat_healing, 治愈巫师帽
ebwizardry:wizard_robe_healing, 治愈巫师长袍
ebwizardry:wizard_leggings_healing, 治愈巫师护腿
ebwizardry:wizard_boots_healing, 治愈巫师靴子
ebwizardry:sage_hat, 贤者帽
ebwizardry:sage_robe, 贤者长袍
ebwizardry:sage_leggings, 贤者护腿
ebwizardry:sage_boots, 贤者靴子
ebwizardry:sage_hat_fire, 烈焰贤者帽
ebwizardry:sage_robe_fire, 烈焰贤者长袍
ebwizardry:sage_leggings_fire, 烈焰贤者护腿
ebwizardry:sage_boots_fire, 烈焰贤者靴子
ebwizardry:sage_hat_ice, 冰霜贤者帽
ebwizardry:sage_robe_ice, 冰霜贤者长袍
ebwizardry:sage_leggings_ice, 冰霜贤者护腿
ebwizardry:sage_boots_ice, 冰霜贤者靴子
ebwizardry:sage_hat_lightning, 雷电贤者帽
ebwizardry:sage_robe_lightning, 雷电贤者长袍
ebwizardry:sage_leggings_lightning, 雷电贤者护腿
ebwizardry:sage_boots_lightning, 雷电贤者靴子
ebwizardry:sage_hat_necromancy, 死灵贤者帽
ebwizardry:sage_robe_necromancy, 死灵贤者长袍
ebwizardry:sage_leggings_necromancy, 死灵贤者护腿
ebwizardry:sage_boots_necromancy, 死灵贤者靴子
ebwizardry:sage_hat_earth, 自然贤者帽
ebwizardry:sage_robe_earth, 自然贤者长袍
ebwizardry:sage_leggings_earth, 自然贤者护腿
ebwizardry:sage_boots_earth, 自然贤者靴子
ebwizardry:sage_hat_sorcery, 秘法贤者帽
ebwizardry:sage_robe_sorcery, 秘法贤者长袍
ebwizardry:sage_leggings_sorcery, 秘法贤者护腿
ebwizardry:sage_boots_sorcery, 秘法贤者靴子
ebwizardry:sage_hat_healing, 治愈贤者帽
ebwizardry:sage_robe_healing, 治愈贤者长袍
ebwizardry:sage_leggings_healing, 治愈贤者护腿
ebwizardry:sage_boots_healing, 治愈贤者靴子
ebwizardry:battlemage_helmet, 战斗法师头盔
ebwizardry:battlemage_chestplate, 战斗法师胸甲
ebwizardry:battlemage_leggings, 战斗法师护腿
ebwizardry:battlemage_boots, 战斗法师靴子
ebwizardry:battlemage_helmet_fire, 烈焰战斗法师头盔
ebwizardry:battlemage_chestplate_fire, 烈焰战斗法师胸甲
ebwizardry:battlemage_leggings_fire, 烈焰战斗法师护腿
ebwizardry:battlemage_boots_fire, 烈焰战斗法师靴子
ebwizardry:battlemage_helmet_ice, 冰霜战斗法师头盔
ebwizardry:battlemage_chestplate_ice, 冰霜战斗法师胸甲
ebwizardry:battlemage_leggings_ice, 冰霜战斗法师护腿
ebwizardry:battlemage_boots_ice, 冰霜战斗法师靴子
ebwizardry:battlemage_helmet_lightning, 雷电战斗法师头盔
ebwizardry:battlemage_chestplate_lightning, 雷电战斗法师胸甲
ebwizardry:battlemage_leggings_lightning, 雷电战斗法师护腿
ebwizardry:battlemage_boots_lightning, 雷电战斗法师靴子
ebwizardry:battlemage_helmet_necromancy, 死灵战斗法师头盔
ebwizardry:battlemage_chestplate_necromancy, 死灵战斗法师胸甲
ebwizardry:battlemage_leggings_necromancy, 死灵战斗法师护腿
ebwizardry:battlemage_boots_necromancy, 死灵战斗法师靴子
ebwizardry:battlemage_helmet_earth, 自然战斗法师头盔
ebwizardry:battlemage_chestplate_earth, 自然战斗法师胸甲
ebwizardry:battlemage_leggings_earth, 自然战斗法师护腿
ebwizardry:battlemage_boots_earth, 自然战斗法师靴子
ebwizardry:battlemage_helmet_sorcery, 秘法战斗法师头盔
ebwizardry:battlemage_chestplate_sorcery, 秘法战斗法师胸甲
ebwizardry:battlemage_leggings_sorcery, 秘法战斗法师护腿
ebwizardry:battlemage_boots_sorcery, 秘法战斗法师靴子
ebwizardry:battlemage_helmet_healing, 治愈战斗法师头盔
ebwizardry:battlemage_chestplate_healing, 治愈战斗法师胸甲
ebwizardry:battlemage_leggings_healing, 治愈战斗法师护腿
ebwizardry:battlemage_boots_healing, 治愈战斗法师靴子
ebwizardry:warlock_hood, 巫术士兜帽
ebwizardry:warlock_robe, 巫术士长袍
ebwizardry:warlock_leggings, 巫术士护腿
ebwizardry:warlock_boots, 巫术士靴子
ebwizardry:warlock_hood_fire, 烈焰巫术士兜帽
ebwizardry:warlock_robe_fire, 烈焰巫术士长袍
ebwizardry:warlock_leggings_fire, 烈焰巫术士护腿
ebwizardry:warlock_boots_fire, 烈焰巫术士靴子
ebwizardry:warlock_hood_ice, 冰霜巫术士兜帽
ebwizardry:warlock_robe_ice, 冰霜巫术士长袍
ebwizardry:warlock_leggings_ice, 冰霜巫术士护腿
ebwizardry:warlock_boots_ice, 冰霜巫术士靴子
ebwizardry:warlock_hood_lightning, 雷电巫术士兜帽
ebwizardry:warlock_robe_lightning, 雷电巫术士长袍
ebwizardry:warlock_leggings_lightning, 雷电巫术士护腿
ebwizardry:warlock_boots_lightning, 雷电巫术士靴子
ebwizardry:warlock_hood_necromancy, 死灵巫术士兜帽
ebwizardry:warlock_robe_necromancy, 死灵巫术士长袍
ebwizardry:warlock_leggings_necromancy, 死灵巫术士护腿
ebwizardry:warlock_boots_necromancy, 死灵巫术士靴子
ebwizardry:warlock_hood_earth, 自然巫术士兜帽
ebwizardry:warlock_robe_earth, 自然巫术士长袍
ebwizardry:warlock_leggings_earth, 自然巫术士护腿
ebwizardry:warlock_boots_earth, 自然巫术士靴子
ebwizardry:warlock_hood_sorcery, 秘法巫术士兜帽
ebwizardry:warlock_robe_sorcery, 秘法巫术士长袍
ebwizardry:warlock_leggings_sorcery, 秘法巫术士护腿
ebwizardry:warlock_boots_sorcery, 秘法巫术士靴子
ebwizardry:warlock_hood_healing, 治愈巫术士兜帽
ebwizardry:warlock_robe_healing, 治愈巫术士长袍
ebwizardry:warlock_leggings_healing, 治愈巫术士护腿
ebwizardry:warlock_boots_healing, 治愈巫术士靴子
ebwizardry:spectral_helmet, 幽冥头盔
ebwizardry:spectral_chestplate, 幽冥胸甲
ebwizardry:spectral_leggings, 幽冥护腿
ebwizardry:spectral_boots, 幽冥靴子
ebwizardry:lightning_hammer, 雷霆圣锤
ebwizardry:flamecatcher, 猎焰者
ebwizardry:ring_condensing, 聚能戒指
ebwizardry:ring_siphoning, 虹吸戒指
ebwizardry:ring_battlemage, 近战法师之戒
ebwizardry:ring_combustion, 爆炎戒指
ebwizardry:ring_fire_melee, 肆炎之触戒指
ebwizardry:ring_fire_biome, 旱漠凌阳戒指
ebwizardry:ring_disintegration, 烈焰余烬戒指
ebwizardry:ring_meteor, Volthraa 戒指
ebwizardry:ring_ice_melee, 寒冰之触戒指
ebwizardry:ring_ice_biome, 冰蚀之戒
ebwizardry:ring_arcane_frost, 奥术冰晶戒指
ebwizardry:ring_shattering, 破冰戒指
ebwizardry:ring_lightning_melee, 连导戒指
ebwizardry:ring_storm, 聚雷戒指
ebwizardry:ring_seeking, 引力之戒
ebwizardry:ring_hammer, 全能者 Thalek 的戒指
ebwizardry:ring_stormcloud, Lokenzen 之戒
ebwizardry:ring_soulbinding, 灵冥行者戒指
ebwizardry:ring_leeching, 吸血戒指
ebwizardry:ring_necromancy_melee, 死亡之触戒指
ebwizardry:ring_mind_control, 精神之戒
ebwizardry:ring_poison, 蛇纹戒指
ebwizardry:ring_earth_melee, 毒触戒指
ebwizardry:ring_earth_biome, 树妖戒指
ebwizardry:ring_full_moon, 啸狼戒指
ebwizardry:ring_evoker, 唤魔者之戒
ebwizardry:ring_extraction, 萃取戒指
ebwizardry:ring_mana_return, 完美主义者之戒
ebwizardry:ring_blockwrangler, 方块牧者之戒
ebwizardry:ring_conjurer, 造物之戒
ebwizardry:ring_defender, 守卫者之戒
ebwizardry:ring_paladin, 圣骑士戒指
ebwizardry:ring_interdiction, 禁域之戒
ebwizardry:amulet_arcane_defence, 奥术守卫护符
ebwizardry:amulet_warding, 魔法抗性护符
ebwizardry:amulet_wisdom, 智慧护符
ebwizardry:amulet_fire_protection, 防火护符
ebwizardry:amulet_fire_cloaking, 火胄护符
ebwizardry:amulet_ice_immunity, 永冻护符
ebwizardry:amulet_ice_protection, 抗寒护符
ebwizardry:amulet_frost_warding, Esundor 的护符
ebwizardry:amulet_potential, 潜能护符
ebwizardry:amulet_channeling, 避雷护符
ebwizardry:amulet_lich, 巫妖护符
ebwizardry:amulet_wither_immunity, 凋零珍珠护符
ebwizardry:amulet_glide, 风羽护符
ebwizardry:amulet_banishing, 末影护符
ebwizardry:amulet_anchoring, 锚定护符
ebwizardry:amulet_recovery, 恢复护符
ebwizardry:amulet_transience, 超凡护符
ebwizardry:amulet_resurrection, 不朽护符
ebwizardry:amulet_auto_shield, Hyeleth 的护符
ebwizardry:amulet_absorption, 生机护符
ebwizardry:charm_haggler, 讨价之证
ebwizardry:charm_experience_tome, 勤勉者之书
ebwizardry:charm_move_speed, 伊卡洛斯坠饰
ebwizardry:charm_spell_discovery, 档案保管员的单片镜
ebwizardry:charm_auto_smelt, 冶金学家徽标
ebwizardry:charm_lava_walking, 下界冰核
ebwizardry:charm_storm, 瓶装雷云
ebwizardry:charm_minion_health, 黑曜石僵尸头
ebwizardry:charm_minion_variants, 转化符咒
ebwizardry:charm_undead_helmets, 诅咒之盔
ebwizardry:charm_hunger_casting, 恶魔环印
ebwizardry:charm_flight, 翡翠甲虫之翼
ebwizardry:charm_growth, 水晶花符
ebwizardry:charm_abseiling, 魔法丝线
ebwizardry:charm_silk_touch, 月石宝珠
ebwizardry:charm_sixth_sense, 恐狼毛皮
ebwizardry:charm_stop_time, 奇特怀表
ebwizardry:charm_light, Elevinia 的永燃圣灯
ebwizardry:charm_transportation, 古老罗盘
ebwizardry:charm_black_hole, 虚空眼石
ebwizardry:charm_mount_teleporting, 幽灵拴链
ebwizardry:charm_feeding, 无底食粮
arcane_essentials:master_lightning_sword, 『大师』驱雷掣电之剑
arcane_essentials:master_sorcery_sword, 『大师』秘术统御之剑
arcane_essentials:master_nature_sword, 『大师』复息自然之剑
arcane_essentials:master_fire_sword, 『大师』狱火怒焱之剑
arcane_essentials:master_ice_sword, 『大师』凛寒冰封之剑
arcane_essentials:master_healing_sword, 『大师』圣境升华之剑
arcane_essentials:master_necromancy_sword, 『大师』冥域噬魂之剑
tinker_io:cd_lonesome_avenue, 音乐唱片
tinker_io:upg:0, 基础升级元件
tinker_io:upg:1, 容量升级 I
tinker_io:upg:2, 容量升级 II
tinker_io:upg:3, 容量升级 III
tinker_io:upg:4, 容量升级 IV
tinker_io:upg:5, 红石控制升级
tinker_io:upg:6, 矿物产量升级
tinker_io:upg:7, 铸造盆升级
tinker_io:solidfuel, 固体燃料
tinker_io:speedupg, 速度升级
tinker_io:crushed_ore, 粉碎矿石
tinker_io:fuel_input_machine, 燃料输入机
tinker_io:smart_output, 智能输出端
tinker_io:what_a_beautiful_block, 好漂亮的方块
tinker_io:ore_crusher, 矿物粉碎机
tinker_io:stirling_engine, 斯特林引擎
engineersdecor:treated_wood_crafting_table, 防腐木工作台
engineersdecor:labeled_crate, 带标签的板条箱
engineersdecor:small_lab_furnace, 小型实验室炉
engineersdecor:small_electrical_furnace, 小型电炉
engineersdecor:factory_hopper, 工厂漏斗
engineersdecor:factory_dropper, 工厂投掷器
engineersdecor:factory_placer, 工厂方块放置器
engineersdecor:small_block_breaker, 工厂方块破坏器
engineersdecor:small_tree_cutter, 小型砍树机
engineersdecor:small_waste_incinerator, 小型垃圾焚烧炉
engineersdecor:small_solar_panel, 小型太阳能板
engineersdecor:small_mineral_smelter, 小型矿物质熔炼炉
engineersdecor:straight_pipe_valve, 输液管止回阀
engineersdecor:straight_pipe_valve_redstone, 红石控制流体阀
engineersdecor:straight_pipe_valve_redstone_analog, 红石模拟流体阀
engineersdecor:small_fluid_funnel, 小型流体收集漏斗
engineersdecor:passive_fluid_accumulator, 被动流体累积器
engineersdecor:small_milking_machine, 小型挤奶机
engineersdecor:clinker_brick_block, 过烧砖块
engineersdecor:clinker_brick_slab, 过烧砖台阶
engineersdecor:clinker_brick_stairs, 过烧砖楼梯
engineersdecor:clinker_brick_wall, 过烧砖墙
engineersdecor:clinker_brick_stained_block, 带污渍的过烧砖块
engineersdecor:clinker_brick_stained_slab, 带污渍的过烧砖台阶
engineersdecor:clinker_brick_stained_stairs, 带污渍的过烧砖楼梯
engineersdecor:slag_brick_block, 炉渣砖块
engineersdecor:slag_brick_slab, 炉渣砖台阶
engineersdecor:slag_brick_stairs, 炉渣砖楼梯
engineersdecor:slag_brick_wall, 炉渣砖墙
engineersdecor:rebar_concrete, 钢筋混凝土
engineersdecor:rebar_concrete_slab, 钢筋混凝土台阶
engineersdecor:rebar_concrete_stairs, 钢筋混凝土楼梯
engineersdecor:rebar_concrete_wall, 钢筋混凝土墙
engineersdecor:rebar_concrete_tile, 钢筋混凝土砖
engineersdecor:rebar_concrete_tile_slab, 钢筋混凝土砖台阶
engineersdecor:rebar_concrete_tile_stairs, 钢筋混凝土砖楼梯
engineersdecor:gas_concrete, 加气混凝土
engineersdecor:gas_concrete_slab, 加气混凝土台阶
engineersdecor:gas_concrete_stairs, 加气混凝土楼梯
engineersdecor:gas_concrete_wall, 加气混凝土墙
engineersdecor:concrete_wall, 混凝土墙
engineersdecor:panzerglass_block, 装甲玻璃块
engineersdecor:metal_rung_ladder, 金属蹬梯
engineersdecor:metal_rung_steps, 交错金属蹬梯
engineersdecor:treated_wood_ladder, 防腐木梯
engineersdecor:treated_wood_pole, 直防腐木杆
engineersdecor:treated_wood_table, 防腐木桌
engineersdecor:steel_table, 钢桌
engineersdecor:treated_wood_stool, 防腐木凳
engineersdecor:treated_wood_window, 防腐木窗
engineersdecor:steel_framed_window, 钢框窗
engineersdecor:treated_wood_windowsill, 防腐木窗台
engineersdecor:treated_wood_broad_windowsill, 宽防腐木窗台
engineersdecor:iron_inset_light, 嵌入式灯
engineersdecor:iron_floor_edge_light, 嵌入式地板边缘灯
engineersdecor:treated_wood_pole_support, 直防腐木杆支撑
engineersdecor:treated_wood_pole_head, 直防腐木杆头 / 尾
engineersdecor:thin_steel_pole, 直细钢杆
engineersdecor:thick_steel_pole, 直粗钢杆
engineersdecor:thin_steel_pole_head, 直细钢杆头 / 尾
engineersdecor:thick_steel_pole_head, 直粗钢杆头 / 尾
engineersdecor:steel_double_t_support, 钢制双 T 型支架
engineersdecor:steel_floor_grating, 钢地板格栅
engineersdecor:steel_mesh_fence, 钢丝网栅栏
engineersdecor:steel_mesh_fence_gate, 钢丝网栅栏门
engineersdecor:sign_hotwire, 指示牌“小心电线”
engineersdecor:sign_danger, 指示牌“小心危险”
engineersdecor:sign_defense, 指示牌“小心防御系统”
engineersdecor:sign_factoryarea, 指示牌“工厂区域”
engineersdecor:sign_exit, 出口指示牌
engineersdecor:sign_radioactive, §6标志牌“小心放射性危害”
engineersdecor:sign_laser, §6标志牌“小心激光”
engineersdecor:sign_caution, tile.engineersdecor.sign_caution.name
engineersdecor:sign_magichazard, §6标志牌“小心魔法危害”
engineersdecor:sign_firehazard, §6标志牌“小心火焰”
engineersdecor:sign_hotsurface, §6标志牌“小心热表面”"
engineersdecor:sign_magneticfield, §6标志牌“小心强磁场”
engineersdecor:sign_frost, §6标志牌“小心霜冻”
engineersdecor:sign_decor, 标志板（工程师的装饰）
engineersdecor:treated_wood_side_table, 防腐木茶几
engineersdecor:halfslab_rebar_concrete, 强化混凝土片
engineersdecor:halfslab_concrete, 混凝土片
engineersdecor:halfslab_gas_concrete, 加气混凝土片
engineersdecor:halfslab_treated_wood, 防腐木片
engineersdecor:halfslab_sheetmetal_iron, 铁板金属块片
engineersdecor:halfslab_sheetmetal_steel, 钢板金属块片
engineersdecor:halfslab_sheetmetal_copper, 铜板金属块片
engineersdecor:halfslab_sheetmetal_gold, 金板金属块片
engineersdecor:halfslab_sheetmetal_aluminum, 铝板金属块片
immersiveengineering:ore:0, 铜矿石
immersiveengineering:ore:1, 铝土矿石
immersiveengineering:ore:2, 铅矿石
immersiveengineering:ore:3, 银矿石
immersiveengineering:ore:4, 镍矿石
immersiveengineering:ore:5, 铀矿石
immersiveengineering:storage:0, 铜块
immersiveengineering:storage:1, 铝块
immersiveengineering:storage:2, 铅块
immersiveengineering:storage:3, 银块
immersiveengineering:storage:4, 镍块
immersiveengineering:storage:5, 铀块
immersiveengineering:storage:6, 康铜块
immersiveengineering:storage:7, 琥珀金块
immersiveengineering:storage:8, 钢块
immersiveengineering:storage_slab:0, 铜台阶
immersiveengineering:storage_slab:1, 铝台阶
immersiveengineering:storage_slab:2, 铅台阶
immersiveengineering:storage_slab:3, 银台阶
immersiveengineering:storage_slab:4, 镍台阶
immersiveengineering:storage_slab:5, 铀台阶
immersiveengineering:storage_slab:6, 康铜台阶
immersiveengineering:storage_slab:7, 琥珀金台阶
immersiveengineering:storage_slab:8, 钢台阶
immersiveengineering:stone_decoration:0, 焦炉砖
immersiveengineering:stone_decoration:1, 高炉砖
immersiveengineering:stone_decoration:2, 强化高炉砖
immersiveengineering:stone_decoration:3, 焦煤块
immersiveengineering:stone_decoration:4, 麻凝土
immersiveengineering:stone_decoration:5, 混凝土
immersiveengineering:stone_decoration:6, 混凝土砖
immersiveengineering:stone_decoration:7, 镀铅混凝土
immersiveengineering:stone_decoration:8, 绝缘玻璃
immersiveengineering:stone_decoration:10, 窑砖
immersiveengineering:stone_decoration_slab:0, 焦炉砖台阶
immersiveengineering:stone_decoration_slab:1, 高炉砖台阶
immersiveengineering:stone_decoration_slab:2, 强化高炉砖台阶
immersiveengineering:stone_decoration_slab:4, 麻凝土台阶
immersiveengineering:stone_decoration_slab:5, 混凝土台阶
immersiveengineering:stone_decoration_slab:6, 混凝土砖台阶
immersiveengineering:stone_decoration_slab:7, 镀铅混凝土台阶
immersiveengineering:stone_decoration_slab:10, 窑砖台阶
immersiveengineering:stone_decoration_stairs_hempcrete, 麻凝土楼梯
immersiveengineering:stone_decoration_stairs_concrete, 混凝土楼梯
immersiveengineering:stone_decoration_stairs_concrete_tile, 混凝土砖楼梯
immersiveengineering:stone_decoration_stairs_concrete_leaded, 镀铅混凝土楼梯
immersiveengineering:stone_device:3, 混凝土薄板
immersiveengineering:stone_device:4, 混凝土板
immersiveengineering:stone_device:5, 混凝土块
immersiveengineering:treated_wood:0, 防腐木板
immersiveengineering:treated_wood:1, 防腐木板
immersiveengineering:treated_wood:2, 防腐木板
immersiveengineering:treated_wood_slab:0, 防腐木台阶
immersiveengineering:treated_wood_slab:1, 防腐木台阶
immersiveengineering:treated_wood_slab:2, 防腐木台阶
immersiveengineering:treated_wood_stairs0, 防腐木楼梯
immersiveengineering:treated_wood_stairs1, 防腐木楼梯
immersiveengineering:treated_wood_stairs2, 防腐木楼梯
immersiveengineering:wooden_decoration:0, 防腐木栅栏
immersiveengineering:wooden_decoration:1, 防腐木脚手架
immersiveengineering:wooden_device0:0, 木质储存箱
immersiveengineering:wooden_device0:1, 木桶
immersiveengineering:wooden_device0:2, 工程师装配台
immersiveengineering:wooden_device0:3, 物品路由器
immersiveengineering:wooden_device0:4, 火药桶
immersiveengineering:wooden_device0:5, 强化储存箱
immersiveengineering:wooden_device0:6, 旋转台
immersiveengineering:wooden_device0:7, 流体路由器
immersiveengineering:wooden_device1:0, 水车
immersiveengineering:wooden_device1:1, 风车
immersiveengineering:wooden_device1:3, 木杆
immersiveengineering:wooden_device1:4, 木质壁挂支架
immersiveengineering:hemp, 工业大麻
immersiveengineering:cloth_device:0, 气垫
immersiveengineering:cloth_device:1, 气球
immersiveengineering:cloth_device:2, 带状帘
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, 铜板方块
immersiveengineering:sheetmetal:1, 铝板方块
immersiveengineering:sheetmetal:2, 铅板方块
immersiveengineering:sheetmetal:3, 银板方块
immersiveengineering:sheetmetal:4, 镍板方块
immersiveengineering:sheetmetal:5, 铀板方块
immersiveengineering:sheetmetal:6, 康铜板方块
immersiveengineering:sheetmetal:7, 琥珀金板方块
immersiveengineering:sheetmetal:8, 钢板方块
immersiveengineering:sheetmetal:9, 铁板方块
immersiveengineering:sheetmetal:10, 金板方块
immersiveengineering:sheetmetal_slab:0, 铜板台阶
immersiveengineering:sheetmetal_slab:1, 铝板台阶
immersiveengineering:sheetmetal_slab:2, 铅板台阶
immersiveengineering:sheetmetal_slab:3, 银板台阶
immersiveengineering:sheetmetal_slab:4, 镍板台阶
immersiveengineering:sheetmetal_slab:5, 铀板台阶
immersiveengineering:sheetmetal_slab:6, 康铜板台阶
immersiveengineering:sheetmetal_slab:7, 琥珀金板台阶
immersiveengineering:sheetmetal_slab:8, 钢板台阶
immersiveengineering:sheetmetal_slab:9, 铁板台阶
immersiveengineering:sheetmetal_slab:10, 金板台阶
immersiveengineering:metal_decoration0:0, 铜线圈
immersiveengineering:metal_decoration0:1, 琥珀金线圈
immersiveengineering:metal_decoration0:2, 高压线圈
immersiveengineering:metal_decoration0:3, 红石工程块
immersiveengineering:metal_decoration0:4, 轻型工程块
immersiveengineering:metal_decoration0:5, 重型工程块
immersiveengineering:metal_decoration0:6, 发电机模块
immersiveengineering:metal_decoration0:7, 散热器模块
immersiveengineering:metal_decoration1:0, 钢栅栏
immersiveengineering:metal_decoration1:1, 钢脚手架
immersiveengineering:metal_decoration1:2, 钢脚手架
immersiveengineering:metal_decoration1:3, 钢脚手架
immersiveengineering:metal_decoration1:4, 铝栅栏
immersiveengineering:metal_decoration1:5, 铝脚手架
immersiveengineering:metal_decoration1:6, 铝脚手架
immersiveengineering:metal_decoration1:7, 铝脚手架
immersiveengineering:metal_decoration2:0, 钢杆
immersiveengineering:metal_decoration2:1, 钢壁挂支架
immersiveengineering:metal_decoration2:2, 铝杆
